item,itemLabel,startDate,endDate,sourceDate,psid
Q8280389,Yeh Chin-fong,1999-02-01,2000-05-20,2022-08-23,Q8280389-8739CB64-227B-4314-A452-75D2AD35F7F3
Q256274,Chen Ding-nan,2000-05-20,2005-02-01,2022-08-23,Q256274-67BAA275-A73E-4ED0-A322-11CBDD2657C2
Q9031582,Shih Mau-lin,2005-02-01,2008-05-20,2022-08-23,Q9031582-9FBA30F9-1A8A-41D2-BE46-53BECAEFD852
Q7967389,Wang Ching-feng,2008-05-20,2010-03-12,2022-08-23,Q7967389-AE63B0D2-DB00-4D3C-8677-D4797A0D21EB
Q8968419,Huang Shih-ming,2010-03-12,2010-03-22,2022-08-23,Q8968419-EE3D4457-B1DE-4C30-A3E9-1E6CAF3A0A22
Q7849539,Tseng Yung-fu,2010-03-22,2013-09-06,2022-08-23,Q7849539-7FDD373C-BA29-4851-B8DF-A1D2FD26B611
Q16241144,Chen Ming-tang,2013-09-06,2013-09-30,2022-08-23,Q16241144-1B2018C2-F740-4B4A-A1A9-3187B8095B64
Q14866531,Luo Ying-shay,2013-09-30,2016-05-20,,Q14866531-d3df24bf-d7ba-4cba-b1bb-7501b6a9abf5
Q8357028,Chiu Tai-san,2016-05-20,2018-07-16,2022-08-23,Q8357028-7F8F306D-781B-4ECE-9CC1-1B6815E14759
Q55505798,Tsai Ching-hsiang,2018-07-16,,2022-08-23,Q55505798-6844B6A3-DF87-4061-B814-0DE800B441B1
