position,person,personID,start,end
Member of the Legislative Yuan,Zhao Ziqi,Q27901812,1948,2020-08-04
Member of the Legislative Yuan,Josephine Chu,Q8938281,1996-02-01,2002-01-31
Member of the Legislative Yuan,Chou Hsi-wei,Q5105427,1999,2005
Member of the Legislative Yuan,Yang Chiu-hsing,Q3846869,1999-02-01,2001-12-20
Member of the Legislative Yuan,Lai Ching-te,Q3847080,1999-02-01,2010-12-25
Member of the Legislative Yuan,Su Huan-chih,Q4846081,1999-02-01,2002-01-31
Member of the Legislative Yuan,Chen Chi-mai,Q5090717,1999-02-01,2002-01-31
Member of the Legislative Yuan,Cho Jung-tai,Q5116472,1999-02-01,2002-01-31
Member of the Legislative Yuan,Elmer Fung,Q5366551,1999-02-01,2002-01-31
Member of the Legislative Yuan,Eric Chu,Q5386280,1999-02-01,2001-12-20
Member of the Legislative Yuan,Yeh Chu-lan,Q6148708,1999-02-01,2000-05-20
Member of the Legislative Yuan,Huang Chao-shun,Q8270063,1999-02-01,2002-01-31
Member of the Legislative Yuan,Wu Tse-yuan,Q8272594,1999-02-01,2002-01-31
Member of the Legislative Yuan,Chen Chao-ming,Q8273248,1999-02-01,2002-01-31
Member of the Legislative Yuan,Kao Yu-jen,Q8273349,1999-02-01,2002-01-31
Member of the Legislative Yuan,Daniel Hwang,Q8273865,1999-02-01,2002-01-31
Member of the Legislative Yuan,Han Kuo-yu,Q8274095,1999-02-01,2002-01-31
Member of the Legislative Yuan,Lu Shiow-yen,Q8274707,1999-02-01,2002-01-31
Member of the Legislative Yuan,Liao Wan-ju,Q8274940,1999-02-01,2002-01-31
Member of the Legislative Yuan,許素葉,Q8278206,1999-02-01,2002-01-31
Member of the Legislative Yuan,Chen Chau-nan,Q8347259,1999-02-01,2002-01-31
Member of the Legislative Yuan,Chen Chin-jun,Q8347947,1999-02-01,2002-01-31
Member of the Legislative Yuan,Cheng Pao-ching,Q8349451,1999-02-01,2002-01-31
Member of the Legislative Yuan,Lin Cho-shui,Q8349853,1999-02-01,2002-01-31
Member of the Legislative Yuan,梁牧養,Q8349946,1999-02-01,2002-01-31
Member of the Legislative Yuan,Shen Fu-hsiung,Q8351614,1999-02-01,2002-01-31
Member of the Legislative Yuan,Chang Ching-fang,Q8357048,1999-02-01,2002-01-31
Member of the Legislative Yuan,Lee Chu-feng,Q8982294,1999-02-01,2001-12-20
Member of the Legislative Yuan,Chen Chi-mai,Q5090717,2002-02-01,2004-05-20
Member of the Legislative Yuan,Cho Jung-tai,Q5116472,2002-02-01,2004-05-19
Member of the Legislative Yuan,Wu Den-yih,Q57838,2002-02-01,2005-01-31
Member of the Legislative Yuan,Sisy Chen,Q6134031,2002-02-01,2005-01-31
Member of the Legislative Yuan,Luo Wen-jia,Q6704543,2002-02-01,2004-05-19
Member of the Legislative Yuan,Hsiao Bi-khim,Q700752,2002-02-01,2005-01-31
Member of the Legislative Yuan,Mark Chen,Q707648,2002-02-01,2004-04-16
Member of the Legislative Yuan,Wang Shu-hui,Q7967625,2002-02-01,2005-01-31
Member of the Legislative Yuan,Huang Chao-shun,Q8270063,2002-02-01,2005-01-31
Member of the Legislative Yuan,Alex Tsai,Q8272967,2002-02-01,2005-01-31
Member of the Legislative Yuan,Kao Yu-jen,Q8273349,2002-02-01,2005-01-31
Member of the Legislative Yuan,Daniel Hwang,Q8273865,2002-02-01,2005-01-31
Member of the Legislative Yuan,Hou Tsai-feng,Q8273958,2002-02-01,2005-01-31
Member of the Legislative Yuan,Justin Huang,Q8274104,2002-02-01,2005-01-31
Member of the Legislative Yuan,Liao Kuo-tung,Q8274398,2002-02-01,2005-01-31
Member of the Legislative Yuan,Lu Shiow-yen,Q8274707,2002-02-01,2005-01-31
Member of the Legislative Yuan,Liao Wan-ju,Q8274940,2002-02-01,2005-01-31
Member of the Legislative Yuan,Pang Chien-kuo,Q8275706,2002-02-01,2005-01-31
Member of the Legislative Yuan,Sun Ta-chien,Q8279442,2002-02-01,2005-01-31
Member of the Legislative Yuan,Chiu Yi-ying,Q8347775,2002-02-01,2005-01-31
Member of the Legislative Yuan,Chen Chin-jun,Q8347947,2002-02-01,2005-01-31
Member of the Legislative Yuan,Chen Tsiao-long,Q8347974,2002-02-01,2005-01-31
Member of the Legislative Yuan,Julian Kuo,Q8348328,2002-02-01,2005-01-31
Member of the Legislative Yuan,李明憲,Q8349725,2002-02-01,2005-01-31
Member of the Legislative Yuan,Lin Cho-shui,Q8349853,2002-02-01,2005-01-31
Member of the Legislative Yuan,梁牧養,Q8349946,2002-02-01,2005-01-31
Member of the Legislative Yuan,Chiu Chang,Q8351349,2002-02-01,2002-04-01
Member of the Legislative Yuan,Shen Fu-hsiung,Q8351614,2002-02-01,2005-01-31
Member of the Legislative Yuan,蘇盈貴,Q8351632,2002-02-01,2005-01-31
Member of the Legislative Yuan,Chang Ching-fang,Q8357048,2002-02-01,2005-01-31
Member of the Legislative Yuan,Tuan Yi-kang,Q8357056,2002-02-01,2005-01-31
Member of the Legislative Yuan,Fu Kun-chi,Q8956378,2002-02-01,2005-01-31
Member of the Legislative Yuan,Chen Min-jen,Q16260492,2005-02-01,2008-01-31
Member of the Legislative Yuan,Tsai Ing-wen,Q233984,2005-02-01,2006-01-25
Member of the Legislative Yuan,Kuan Bi-ling,Q3846662,2005-02-01,2008-01-31
Member of the Legislative Yuan,Chiang Hsiao-yen,Q5371883,2005-02-01,2012-01-31
Member of the Legislative Yuan,Wu Den-yih,Q57838,2005-02-01,2008-01-31
Member of the Legislative Yuan,Hsiao Bi-khim,Q700752,2005-02-01,2008-01-31
Member of the Legislative Yuan,Wang Shu-hui,Q7967625,2005-02-01,2008-01-31
Member of the Legislative Yuan,Huang Chao-shun,Q8270063,2005-02-01,2008-01-31
Member of the Legislative Yuan,Alex Tsai,Q8272967,2005-02-01,2008-01-31
Member of the Legislative Yuan,Chang Li-shan,Q8273132,2005-02-01,2008-01-31
Member of the Legislative Yuan,Kao Su-po,Q8273451,2005-02-01,2008-01-31
Member of the Legislative Yuan,Daniel Hwang,Q8273865,2005-02-01,2008-01-31
