position,person,personID,start,end
President,Lee Teng-hui,Q315528,1988-01-13,2000-05-20
President,Chen Shui-bian,Q22368,2000-05-20,2008-05-20
President,Ma Ying-jeou,Q19216,2008-05-20,2016-05-20
President,Tsai Ing-wen,Q233984,2016-05-20,
Vice President,Lien Chan,Q558718,1996-05-20,2000-05-20
Vice President,Annette Lu,Q465284,2000-05-20,2008-05-20
Vice President,Wu Den-yih,Q57838,2012-05-20,2016-05-19
Vice President,Chen Chien-jen,Q9182314,2016-05-20,2020-05-19
Vice President,Lai Ching-te,Q3847080,2020-05-20,
Premier,Vincent Siew,Q700659,1997-09-01,2000-05-20
Premier,Tang Fei,Q716768,2000-05-20,2000-10-06
Premier,Chang Chun-hsiung,Q716710,2000-10-06,2002-02-01
Premier,Yu Shyi-kun,Q707887,2002-02-01,2005-02-01
Premier,Frank Hsieh,Q472310,2005-02-01,2006-01-25
Premier,Su Tseng-chang,Q551904,2006-01-25,2007-05-21
Premier,Chang Chun-hsiung,Q716710,2007-05-21,2008-05-20
Premier,Liu Chao-shiuan,Q556828,2008-05-20,2009-09-10
Premier,Wu Den-yih,Q57838,2009-09-10,2012-02-06
Premier,Sean Chen,Q281540,2012-02-06,2013-02-18
Premier,Jiang Yi-huah,Q4118817,2013-02-18,2014-12-08
Premier,Mao Chi-kuo,Q6753581,2014-12-08,2016-02-01
Premier,Chang San-cheng,Q10294207,2016-02-01,2016-05-20
Premier,Lin Chuan,Q8997373,2016-05-20,2017-09-08
Premier,Lai Ching-te,Q3847080,2017-09-08,2019-01-14
Premier,Su Tseng-chang,Q551904,2019-01-14,
Vice Premier,Liu Chao-shiuan,Q556828,1997-12-11,2000-05-20
Vice Premier,Yu Shyi-kun,Q707887,2000-05-20,2000-07-27
Vice Premier,Chang Chun-hsiung,Q716710,2000-07-27,2000-10-06
Vice Premier,Lai In-jaw,Q6473605,2000-10-06,2002-02-01
Vice Premier,Lin Hsin-i,Q6550038,2002-02-01,2004-05-20
Vice Premier,Yeh Chu-lan,Q6148708,2004-05-20,2005-02-01
Vice Premier,Wu Rong-i,Q9185489,2005-02-01,2006-01-25
Vice Premier,Tsai Ing-wen,Q233984,2006-01-25,2007-05-21
Vice Premier,Chiou I-jen,Q5101463,2007-05-21,2008-05-06
Vice Premier,Chang Chun-hsiung,Q716710,2008-05-06,2008-05-20
Vice Premier,Paul Chiu,Q8273178,2008-05-20,2009-09-10
Vice Premier,Eric Chu,Q5386280,2009-09-10,2010-05-17
Vice Premier,Sean Chen,Q281540,2010-05-17,2012-02-06
Vice Premier,Jiang Yi-huah,Q4118817,2012-02-06,2013-02-18
Vice Premier,Mao Chi-kuo,Q6753581,2013-02-18,2014-12-07
Vice Premier,Chang San-cheng,Q10294207,2014-12-07,2016-01-02
Vice Premier,Woody Tyzz-Jiun Duh,Q11099334,2016-02-01,2016-05-20
Vice Premier,Lin Hsi-yao,Q8349604,2016-05-20,2017-09-07
Vice Premier,Shih Jun-ji,Q9184683,2017-09-08,2019-01-14
Vice Premier,Chen Chi-mai,Q5090717,2019-01-14,2020-06-19
Vice Premier,Shen Jong-chin,Q16150359,2020-06-19,
Secretary General,Hsieh Shen-shan,Q8277895,1999-01-27,2000-05-20
Secretary General,Chiou I-jen,Q5101463,2000-10-06,2002-02-01
Secretary General,Lee Ying-yuan,Q6515593,2002-02-01,2002-07-01
Secretary General,Liu Shih-fang,Q6653712,2002-07-01,2004-05-20
Secretary General,葉國興,Q15934391,2004-05-20,2005-02-01
Secretary General,Lee Ying-yuan,Q6515593,2005-02-01,2005-09-14
Secretary General,Cho Jung-tai,Q5116472,2005-09-19,2006-01-25
Secretary General,Liu Yuh-san,Q8991990,2006-01-25,2007-05-21
Secretary General,Chen Chin-jun,Q8347947,2007-05-21,2008-05-19
Secretary General,Hsueh Hsiang-chuan,Q8280360,2008-05-20,2009-09-10
Secretary General,Lin Join-sane,Q8272045,2009-09-10,2012-02-05
Secretary General,Lin Yi-shih,Q8272755,2012-02-06,2012-06-29
Secretary General,Chen Shyh-kwei,Q8279842,2012-07-10,2013-02-07
Secretary General,Chen Wei-zen,Q8929116,2013-02-18,2014-02-28
Secretary General,Lee Shu-chuan,Q19849473,2014-03-01,2015-01-24
Secretary General,Chien Tai-lang,Q8975842,2015-01-24,2016-05-20
Secretary General,Chen Mei-ling,Q24247649,2016-05-20,2017-09-07
Secretary General,Cho Jung-tai,Q5116472,2017-09-18,2018-12-28
Secretary General,Lee Meng-yen,Q38876935,2019-01-14,
Minister of Agriculture,Lin Hsiang-nung,Q30337201,1999-12-06,2000-05-19
Minister of Agriculture,Chen Hsi-huang,Q30337082,2000-05-20,2002-01-31
Minister of Agriculture,Fan Chen-tsung,Q8351421,2002-02-01,2002-12-02
