item,itemLabel,startDate,endDate
Q8273898,Huang Chen-tai,1998-02-05,2000-05-19
Q65964284,Weng Cheng-yi,2000-05-20,2001-03-06
Q9067511,Wei Che-ho,2001-03-07,2004-05-19
Q1911971,Maw-Kuen Wu,2004-05-20,2006-01-24
Q9182314,Chen Chien-jen,2006-01-25,2008-05-19
Q9208898,Louis Lee,2008-05-20,2011-02-05
Q9192450,Cyrus Chu,2011-02-06,2014-03-02
Q10294207,Chang San-cheng,2014-03-03,2014-12-08
Q8053425,Lin Yi-bing,2014-12-08,2015-01-23
Q11070836,Shyu Jyuo-min,2015-01-24,2016-05-19
Q9298929,Yang Hung-duen,2016-05-20,2017-02-07
Q15915252,Chen Liang-gee,2017-02-08,2020-05-20
Q26265161,Wu Tsung-tsong,2020-05-20,2022-07-26
Q26265161,Wu Tsung-tsong,2022-07-26,
