item,itemLabel,startDate,endDate,sourceDate,psid
Q8277895,Hsieh Shen-shan,1999-01-27,2000-05-20,2022-08-16,Q8277895-1665B0D3-5E83-4A67-89BF-32104128C579
Q5101463,Chiou I-jen,2000-10-06,2002-02-01,2022-08-16,Q5101463-468D5107-8E7E-457F-907A-D7A19951E5D6
Q6515593,Lee Ying-yuan,2002-02-01,2002-07-01,2022-08-16,Q6515593-0DC6CC8A-C791-443F-8272-0E08A0122F9B
Q6653712,Liu Shyh-fang,2002-07-01,2004-05-20,2022-08-16,Q6653712-DF4E0008-D75F-464E-B239-476039B6EE0B
Q15934391,Arthur Iap,2004-05-20,2005-02-01,2022-08-16,Q15934391-CB1760F0-228A-47CA-BE0C-57352BD3E1E5
Q6515593,Lee Ying-yuan,2005-02-01,2005-09-14,2022-08-16,Q6515593-17C2ABA5-D0BA-4BDD-BD82-E235A8D327BA
Q5116472,Cho Jung-tai,2005-09-19,2006-01-25,,Q5116472-8f17fc41-4c8d-3410-4480-dfa6245b4f97
Q8991990,Liu Yuh-san,2006-01-25,2007-05-21,2022-08-16,Q8991990-1F9A4747-C3E1-4767-BF67-170FF1688989
Q8347947,Chen Chin-jun,2007-05-21,2008-05-19,,Q8347947-43da54ad-4508-a965-e1d1-388c27bd5a63
Q8280360,Hsueh Hsiang-chuan,2008-05-20,2009-09-10,2022-08-16,Q8280360-C5FE4FC7-CC6B-4415-9069-2D16C6E677AA
Q8272045,Lin Join-sane,2009-09-10,2012-02-05,2022-08-16,Q8272045-68E1223B-6D0A-4284-95E7-C0FB943BE6B1
Q8272755,Lin Yi-shih,2012-02-06,2012-06-29,2022-08-16,Q8272755-7E4BBC50-390A-413E-AAE5-B3C7D705C244
Q8279842,Chen Shyh-kwei,2012-07-10,2013-02-07,2022-08-16,Q8279842-F934A352-C01C-4F8C-B05F-36203EE8D21F
Q8929116,Chen Wei-zen,2013-02-18,2014-02-28,2022-08-16,Q8929116-3D74F4B1-A504-4610-83CB-9C4BDF167F56
Q19849473,Lee Shu-chuan,2014-03-01,2015-01-24,,Q19849473-76a554b1-4eab-9bc8-e081-e84903219e16
Q8975842,Chien Tai-lang,2015-01-24,2016-05-20,2022-08-16,Q8975842-AD75F526-A87A-460E-BD8C-E5EC1A1852E0
Q24247649,Chen Mei-ling,2016-05-20,2017-09-07,2022-08-16,Q24247649-B9013F32-8B4B-4C48-AFDF-534AFC0BBC05
Q5116472,Cho Jung-tai,2017-09-18,2018-12-28,,Q5116472-c3c9f858-4d2f-0337-f319-d993419aac46
Q38876935,Li Meng-yen,2019-01-14,,2022-08-16,Q38876935-46D7499E-5EBB-4F5B-BF7E-EB9C6445612F
