item,itemLabel,startDate,endDate,sourceDate,psid
Q8273178,Paul Chiu,1996-06-10,2000-05-20,2022-11-19,Q8273178-40A0C39D-2F7C-47AF-8C48-A43DA8D308A8
Q13408439,Shea Jia-dong,2000-05-20,2000-10-06,2022-11-19,Q13408439-7BAD5383-2AAD-4599-892E-08EF6BA08167
Q9082721,Yen Ching-chang,2000-10-06,2002-02-01,2022-11-19,Q9082721-BA2B7205-3FED-474C-B5FC-18FF9C6D8510
Q22774094,Lee Yung-san,2002-02-01,2002-12-02,2022-11-19,Q22774094-D6E2F03D-DDE6-436C-9FEA-566F1603D6C0
Q8997373,Lin Chuan,2002-12-02,2006-01-25,2022-11-19,Q8997373-5E310DBF-9662-4F52-ABAB-5A78BCE665F1
Q10919955,Joseph Lyu,2006-01-25,2006-07-04,2022-11-19,Q10919955-9611D251-EA95-42C0-BDEF-5E5861C88105
Q8969782,Ho Chih-chin,2006-07-04,2008-03-14,2022-11-19,Q8969782-E37F73EE-1F1D-4D19-884D-D7DA41921534
Q27663188,Lee Ruey-tsang,2008-03-14,2008-05-20,2022-11-19,Q27663188-A0A49942-8E28-4686-A971-2C601A59C220
Q11098108,Lee Sush-der,2008-05-20,2012-02-06,2022-11-19,Q11098108-64788FC2-C6A0-4639-8456-D72D5FD420C2
Q8991767,Christina Liu,2012-02-06,2012-05-30,,Q8991767-D1FDA3A5-3D7D-443C-BFE4-2EF8F3174C0F
Q16193401,Tseng Ming-chung,2012-05-31,2012-06-04,2022-11-19,Q16193401-7F3C8AA2-E4B5-45D4-86C4-2CDB6C29B3A4
Q9093225,Chang Sheng-ford,2012-06-01,2016-05-20,,Q9093225-361FB5E3-BBAA-4F3F-BAFD-E32ADF7B27B1
Q16239906,Sheu Yu-jer,2016-05-20,2018-07-16,,Q16239906-3CA39439-C63B-4670-90FB-BE75040515AF
Q9340026,Su Jain-rong,2018-07-16,,,Q9340026-9BA3C064-60EA-4777-BF6B-804CD0B7C692
