item,itemLabel,startDate,endDate,sourceDate,psid
Q8274052,Hua Chia-chih,1996-06-01,2000-05-20,2022-11-24,Q8274052-9D919122-83F1-4065-8905-B96CA0D84516
Q115398709,Yohani Isqaqavut,2000-05-20,2002-02-01,2022-11-24,Q115398709-0401193B-C038-46AF-AF42-8C3A27109D58
Q20687755,Chen Chien-nien,2002-02-01,2005-03-10,2022-11-24,Q20687755-67ABFBFC-6214-4072-A8E0-1BCE94AC136F
Q9317617,Walis Perin,2005-03-10,2007-05-21,2022-11-24,Q9317617-5C43FAA6-D6C2-4AE9-BD8E-235793261D8D
Q8350030,Icyang Parod,2007-05-21,2008-05-20,,Q8350030-C5C58419-3D2F-4A5D-8E92-793BB03D99D6
Q8279308,Chang Jen-hsiang,2008-05-20,2009-09-10,2022-11-24,Q8279308-9210DA66-C739-4F67-A998-EDA2D1859F40
Q7638532,Paelabang Danapan,2009-09-10,2013-07-31,2022-11-24,Q7638532-4E47F90F-62C0-4C22-85CE-808EB573FABB
Q15205373,Mayaw Dongi,2013-08-01,2016-05-20,2022-11-24,Q15205373-B5259EC3-6516-4A3E-A70B-DEEA675EE391
Q8350030,Icyang Parod,2016-05-20,,,Q8350030-c105a01e-4735-59c0-c2a8-edcfbadc35c8
