item,itemLabel,startDate,endDate,sourceDate,psid
Q30337201,Lin Hsiang-nung,1999-12-06,2000-05-19,2022-11-22,Q30337201-422DD7F7-7DB5-4D58-93D5-5C113F86B4A4
Q30337082,Chen Hsi-huang,2000-05-20,2002-01-31,2022-11-22,Q30337082-D9D86F9D-C8A6-40A8-BEC9-9416D5901778
Q8351421,Fan Chen-tsung,2002-02-01,2002-12-02,2022-11-22,Q8351421-F64307E2-E804-4513-B557-9FB78630DE73
Q9210523,Lee Chin-lung,2002-12-03,2006-01-24,2022-11-22,Q9210523-D9937883-1F9B-4DBC-A9C2-7307A171C5E4
Q700774,Su Jia-chyuan,2006-01-25,2008-05-19,2022-11-22,Q700774-88F60EDD-0681-4719-B2F4-F4AFD2B7B8D8
Q9368963,Chen Wu-hsiung,2008-05-20,2012-02-05,2022-11-22,Q9368963-5147FDD8-88A7-40CA-835A-461EACD6000E
Q13631978,Chen Bao-ji,2012-02-06,2016-01-31,2022-11-22,Q13631978-2461D2E3-5B07-4307-AD95-2D019C6551EE
Q16239464,Chen Chih-ching,2016-02-01,2016-05-19,2022-11-22,Q16239464-49506373-763D-429A-9D9C-182CA4300EBB
Q9045063,Tsao Chi-hung,2016-05-20,2017-02-08,,Q9045063-0C94DD20-000F-440B-BD61-D71ED2F3ED69
Q8349886,Lin Tsung-hsien,2017-02-08,2018-12-01,2022-11-22,Q8349886-926F47F5-C052-458E-BB39-9AE4AEB8D106
Q60431375,Chen Chi-chung,2018-12-04,2019-01-13,2022-11-22,Q60431375-E6B3AD3F-C8C6-44C0-B670-241FABA16013
Q60431375,Chen Chi-chung,2019-01-14,,,Q60431375-26CAE934-8F1B-454F-9DA5-20E4F9B5E0D6
