ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q15931257,Yan Xishan's Cabinet,1949-06-12,11,,,1950-03-12,11,,,,,,,Q10886217,He Yingqin's Cabinet,Q16078702,Chen Cheng's First Cabinet
,Q16078702,Chen Cheng's First Cabinet,1950-03-10,11,,,1954-06-01,11,,,,,,,Q15931257,Yan Xishan's Cabinet,Q10887910,Yu Hung-chun's Cabinet
,Q10887910,Yu Hung-chun's Cabinet,1954-06-07,11,,,1958-07-15,11,,,,,,,Q16078702,Chen Cheng's First Cabinet,Q16078403,Chen Cheng's Second Cabinet
,Q16078403,Chen Cheng's Second Cabinet,1958-07-15,11,,,1963-12-15,11,,,,,,,Q10887910,Yu Hung-chun's Cabinet,Q17023507,Yen Chia-kan's Cabinet
,Q17023507,Yen Chia-kan's Cabinet,1963-12-15,11,,,1972-06-01,11,,,,,,,Q16078403,Chen Cheng's Second Cabinet,Q15930788,Chiang Ching-kuo's Cabinet
,Q15930788,Chiang Ching-kuo's Cabinet,1972-05-29,11,,,1978-05-20,11,,,,,,,Q17023507,Yen Chia-kan's Cabinet,Q15914787,Sun Yun-suan's Cabinet
,Q15914787,Sun Yun-suan's Cabinet,1978-05-30,11,,,1984-05-20,11,,,,,,,Q15930788,Chiang Ching-kuo's Cabinet,Q10887780,Yu Kuo-hwa's Cabinet
,Q10887780,Yu Kuo-hwa's Cabinet,1984-05-20,11,,,1989-05-21,11,,,,,,,Q15914787,Sun Yun-suan's Cabinet,Q15930595,Lee Huan's Cabinet
,Q15930595,Lee Huan's Cabinet,1989-06-01,11,,,1990-06-01,11,,,,,,,Q10887780,Yu Kuo-hwa's Cabinet,Q15929056,Hau Pei-tsun's Cabinet
,Q15929056,Hau Pei-tsun's Cabinet,1990-06-01,11,,,1993-02-27,11,,,,,,,Q15930595,Lee Huan's Cabinet,Q15931226,Lien Chan's Cabinet
,Q15931226,Lien Chan's Cabinet,1993-02-27,11,,,1997-08-31,11,,,,,,,Q15929056,Hau Pei-tsun's Cabinet,Q15914006,Vincent Siew's Cabinet
,Q15914006,Vincent Siew's Cabinet,1997-09-01,11,,,2000-05-20,11,,,,,,,Q15931226,Lien Chan's Cabinet,Q10923053,Tang Fei's Cabinet
,Q10923053,Tang Fei's Cabinet,2000-05-20,11,,,2000-10-06,11,,,,,,,Q15914006,Vincent Siew's Cabinet,Q15908901,Chang Chun-hsiung's First Cabinet
,Q15908901,Chang Chun-hsiung's First Cabinet,2000-10-06,11,,,2002-02-01,11,,,,,,,Q10923053,Tang Fei's Cabinet,Q15913315,Yu Shyi-kun's Cabinet
,Q15913315,Yu Shyi-kun's Cabinet,2002-02-01,11,,,2005-02-01,11,,,,,,,Q15908901,Chang Chun-hsiung's First Cabinet,Q15912426,Frank Hsieh's Cabinet
,Q15912426,Frank Hsieh's Cabinet,2005-02-01,11,,,2006-01-25,11,,,,,,,Q15913315,Yu Shyi-kun's Cabinet,Q15913050,Su Tseng-chang's First Cabinet
,Q15913050,Su Tseng-chang's First Cabinet,2006-01-25,11,,,2007-05-20,11,,,,,,,Q15912426,Frank Hsieh's Cabinet,Q15916304,Chang Chun-hsiung's Second Cabinet
,Q15916304,Chang Chun-hsiung's Second Cabinet,2007-05-21,11,,,2008-05-20,11,,,,,,,Q15913050,Su Tseng-chang's First Cabinet,Q10899432,Chao-shiuan's Cabinet
,Q10899432,Chao-shiuan's Cabinet,2008-05-20,11,,,2009-09-10,11,,,,,,,Q15916304,Chang Chun-hsiung's Second Cabinet,Q10918883,Wu Den-yih's Cabinet
,Q10918883,Wu Den-yih's Cabinet,2009-09-10,11,,,2012-02-06,11,,,,,,,Q10899432,Chao-shiuan's Cabinet,Q15899383,Sean Chen's Cabinet
,Q15899383,Sean Chen's Cabinet,2012-02-06,11,,,2013-02-18,11,,,,,,,Q10918883,Wu Den-yih's Cabinet,Q11134257,Jiang Yi-huah's Cabinet
,Q11134257,Jiang Yi-huah's Cabinet,2013-02-18,11,,,2014-12-08,11,,,,,,,Q15899383,Sean Chen's Cabinet,Q18654109,Mao Chi-kuo's Cabinet
,Q18654109,Mao Chi-kuo's Cabinet,2014-12-08,11,,,2016-02-01,11,,,,,,,Q11134257,Jiang Yi-huah's Cabinet,Q24837351,Chang San-cheng's Cabinet
,Q24837351,Chang San-cheng's Cabinet,2016-02-01,11,,,2016-05-20,11,,,,,,,Q18654109,Mao Chi-kuo's Cabinet,Q24834456,Lin cabinet
,Q24834456,Lin cabinet,2016-05-20,11,,,2017-09-07,11,,,,,,,Q24837351,Chang San-cheng's Cabinet,Q40833216,Lai Ching-te’s Cabinet
,Q40833216,Lai Ching-te’s Cabinet,2017-09-08,11,,,2019-01-13,11,,,,,,,Q24834456,Lin cabinet,Q60995090,Su Tseng-chang's Second Cabinet
,Q60995090,Su Tseng-chang's Second Cabinet,2019-01-14,11,,,,,,,,,,,Q40833216,Lai Ching-te’s Cabinet,,
