item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q16150359,Shen Jong-chin,Q114894847,Economic Affairs,2017-09-08,2020-06-19,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q16150359-934F96DF-45E1-4F27-B637-CDCF9CD96482
Q16150359,Shen Jong-chin,Q13644819,Vice Premier,2020-06-19,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q16150359-61eca660-4d57-5e9c-5948-cae40b1daf3f
Q27678861,Su Chun-jung,Q114895656,Minister of Personnel Administration,2022-02-11,,,Q27678861-3c38e4b2-41e3-ebe6-3feb-aabadacc42af
Q9340026,Su Jain-rong,Q114894856,Finance,2018-07-16,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q9340026-9BA3C064-60EA-4777-BF6B-804CD0B7C692
Q551904,Su Tseng-chang,Q702650,Premier,2019-01-14,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q551904-dd5833ac-4e09-4e22-0885-e0bd801aa8a3
Q55505798,Tsai Ching-hsiang,Q106361604,Justice,2018-07-16,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q55505798-6844B6A3-DF87-4061-B814-0DE800B441B1
Q9322496,Tung Chen-yuan,Q114895676,Overseas Community Affairs Council,2020-05-20,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q9322496-134930a8-4d28-819d-af2b-7a30dfc8231e
Q24851744,Wang Kwo-tsai,Q10876310,Transportation and Communications,2021-04-20,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q24851744-F5ACC0C3-9987-4094-8125-610852411FB3
Q15918515,Wang Mei-hua,Q114894847,Economic Affairs,2020-06-19,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q15918515-529CA06A-4D52-4BAF-8DE2-64BBEC9D40C6
Q15909081,Wellington Koo,Q114895801,Financial Supervisory Commission,2017-09-08,2020-05-19,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q15909081-96DB1B8F-9C83-4804-A82F-C598F58B66EE
Q24053404,Wu Hsin-hsing,Q114895676,Overseas Community Affairs Council,2016-05-20,2020-05-19,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q24053404-ED4C4301-88CC-4684-96C4-F118FCD1DE3A
Q9055323,Wu Mi-cha,Q114895828,National Palace Museum,2019-02-15,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q9055323-1F44D94D-EA55-48DC-BC67-7C1228BB8503
Q26265161,Wu Tsung-tsong,Q11078943,Minister Without Portfolio,2016-05-20,2020-05-19,,Q26265161-AD056505-92A5-4BAA-B86D-32AFE13C22BC
Q26265161,Wu Tsung-tsong,Q114894927,Science and Technology,2020-05-20,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q26265161-399B88F5-3A98-432D-967E-CFF10EF00D25
Q29952844,Wu Tze-cheng,Q114895726,Public Construction Commission,2017-11-23,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q29952844-895BDE02-29DB-4FE1-B464-D447569111BD
Q11963553,Yang Chin-long,Q114895734,Central Bank,2018-02-26,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q11963553-83E33AE1-15D9-492C-AB42-73A2277AEFE4
Q15914789,Yen Teh-fa,Q21449248,National Defense,2018-02-26,2021-02-23,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q15914789-0b8ff875-4faa-acfd-85dc-58de210d12f4
Q8350699,Yiong Con-ziin,Q114894998,Hakka Affairs Council,2020-05-20,,https://en.wikipedia.org/wiki/Second_Su_cabinet,Q8350699-2387BFA8-2266-4737-9AAC-B613C5DD6EB9
