item,itemLabel,startDate,endDate,sourceDate,psid
Q8279554,Yang Chao-hsiang,1999-06-15,2000-05-20,2022-12-07,Q8279554-31F0DA63-E127-4DC7-A465-4B50A05BF1EC
Q9050836,Ovid Tzeng,2000-05-20,2002-02-01,2022-12-07,Q9050836-9B06623C-BA04-4021-A234-1BB645B3A2D6
Q11176497,Huang Jong-tsun,2002-02-01,2004-05-20,2022-12-07,Q11176497-3ED8F9CD-BDCB-44E6-BB17-5E75339F9992
Q7850510,Tu Cheng-sheng,2004-05-20,2008-05-20,2022-12-07,Q7850510-633320A1-38D9-460A-ADF1-BD439398ABC9
Q5091221,Cheng Jei-cheng,2008-05-20,2009-09-10,2022-12-07,Q5091221-8D53DBE1-9E2D-4EF2-B1E9-18399165BB1D
Q9062403,Wu Ching-ji,2009-09-10,2012-02-06,2022-12-07,Q9062403-72A5F134-1E97-4453-9A99-DE3ED88AEFC3
Q9338108,Chiang Wei-ling,2012-02-06,2014-07-14,,Q9338108-F63E087A-9271-426C-84AD-DCADBA9D1C51
Q16239471,Chen Der-hwa,2014-07-14,2014-07-29,,Q16239471-59BB3A4F-2927-4428-8FD3-3A217E2FACBC
Q10918847,Wu Se-hwa,2014-07-30,2016-05-20,,Q10918847-9022102B-AB2A-4400-AD80-6A4752260876
Q23954823,Pan Wen-chung,2016-05-20,2018-04-14,,Q23954823-4AB31B80-F5AA-4713-B839-734FC8B94819
Q1911971,Wu Maw-kuen,2018-04-19,2018-05-30,,Q1911971-4e1a693e-4c73-83f4-10f9-6b7fdd14c2cd
Q55694614,Yao Leeh-ter,2018-05-30,2018-07-15,,Q55694614-1F9BE725-A669-4966-8852-D759FB94CB7B
Q24175183,Yeh Jiunn-rong,2018-07-16,2018-12-25,2022-12-07,Q24175183-8C3EC364-76E8-453A-9E13-A6CE84963F2B
Q55694614,Yao Leeh-ter,2018-12-26,2019-01-13,,Q55694614-4B50E514-2876-4945-BDCB-825E5421D815
Q23954823,Pan Wen-chung,2019-01-14,,,Q23954823-10491F09-0780-46C7-905B-4F9AB6FD0E0A
